time_s,active_axle_count,total_vertical_load_n,micro_pressure_wave_pa
21.09,32,2720000.0,1.5097864392419192e-40
21.1,32,2720000.0,1.3518922083572426e-40
21.11,32,2720000.0,1.2104359155772312e-40
21.12,32,2720000.0,1.0837141140251695e-40
21.13,32,2720000.0,9.701990596901075e-41
21.14,32,2720000.0,8.685206743626519e-41
21.150000000000002,32,2720000.0,7.774503512780627e-41
21.16,32,2720000.0,6.958864161320095e-41
21.17,32,2720000.0,6.22841075086551e-41
21.18,32,2720000.0,5.574286984244193e-41
21.19,32,2720000.0,4.98855303838381e-41
21.2,32,2720000.0,4.4640911712250034e-41
21.21,32,2720000.0,3.9945210042680647e-41
21.22,32,2720000.0,3.5741234937777377e-41
21.23,32,2720000.0,3.197772703860887e-41
21.240000000000002,32,2720000.0,2.860874584688691e-41
21.25,32,2720000.0,2.5593120400952316e-41
21.26,32,2720000.0,2.2893956415633717e-41
21.27,32,2720000.0,2.0478194110173739e-41
21.28,32,2720000.0,1.8316211536374258e-41
21.29,32,2720000.0,1.6381468747440852e-41
21.3,32,2720000.0,1.4650188622875891e-41
21.31,32,2720000.0,1.3101070591404522e-41
21.32,32,2720000.0,1.1715033877351e-41
21.330000000000002,32,2720000.0,1.0474987240312242e-41
21.34,32,2720000.0,9.36562248749835e-42
21.35,32,2720000.0,8.37322931610368e-42
21.36,32,2720000.0,7.485529292859277e-42
21.37,32,2720000.0,6.691527002240351e-42
21.38,32,2720000.0,5.981376596331569e-42
21.39,32,2720000.0,5.3462621603121625e-42
21.400000000000002,32,2720000.0,4.778290470080035e-42
21.41,32,2720000.0,4.270394864477388e-42
21.42,32,2720000.0,3.816249085663566e-42
21.43,32,2720000.0,3.410190058854222e-42
21.44,32,2720000.0,3.047148688324416e-42
21.45,32,2720000.0,2.722587841427014e-42
21.46,32,2720000.0,2.432446777550964e-42
21.47,32,2720000.0,2.1730913553872536e-42
21.48,32,2720000.0,1.941269420497934e-42
21.490000000000002,32,2720000.0,1.734070836772161e-42
21.5,32,2720000.0,1.5488916806377827e-42
21.51,32,2720000.0,1.38340216650301e-42
21.52,32,2720000.0,1.2355179164271723e-42
21.53,32,2720000.0,1.1033742269646739e-42
21.54,32,2720000.0,9.853030219751865e-43
21.55,32,2720000.0,8.79812212350418e-43
21.56,32,2720000.0,7.855672124646054e-43
21.57,32,2720000.0,7.013743890368162e-43
21.580000000000002,32,2720000.0,6.261662413152142e-43
21.59,32,2720000.0,5.589881323185547e-43
