x_m,z_m
44.850000,2.684355514769e-05
44.900000,2.102615225184e-05
44.950000,2.821396056811e-06
45.000000,-3.962925319185e-05
45.050000,-8.057977313822e-05
45.100000,-8.622828197480e-05
45.150000,-1.106916528923e-04
45.200000,-1.188754117978e-04
45.250000,-8.278977820972e-05
45.300000,-6.907472117809e-05
45.350000,-5.947605752053e-05
45.400000,-2.582866290806e-05
45.450000,1.852478905653e-05
45.500000,4.985319340727e-05
45.550000,5.874264795667e-05
45.600000,6.208661708076e-05
45.650000,3.874186017515e-05
45.700000,4.441857064997e-05
45.750000,7.786673935407e-05
45.800000,5.089166199678e-05
45.850000,4.874595376837e-05
45.900000,5.242789066184e-05
45.950000,1.480903619162e-05
46.000000,4.337548761320e-05
46.050000,6.645633639840e-05
46.100000,6.196095978769e-05
46.150000,8.604078738192e-05
46.200000,8.002918833382e-05
46.250000,8.460497508300e-05
46.300000,9.111560849879e-05
46.350000,7.620396777976e-05
46.400000,8.684256027796e-05
46.450000,7.239272389549e-05
46.500000,4.811192746983e-05
46.550000,5.274407806222e-05
46.600000,7.370940175073e-05
46.650000,1.069997386071e-04
46.700000,1.137666566239e-04
46.750000,1.121312712590e-04
46.800000,1.035879491539e-04
46.850000,7.974136521652e-05
46.900000,9.223321660316e-05
46.950000,1.250700081271e-04
47.000000,1.538251098381e-04
47.050000,1.653812124404e-04
47.100000,1.672691583759e-04
47.150000,1.845049212691e-04
47.200000,1.851911164170e-04
47.250000,1.823622173158e-04
47.300000,1.783704217720e-04
47.350000,1.662540231331e-04
47.400000,1.830357000161e-04
47.450000,2.053385865318e-04
47.500000,2.287708980609e-04
47.550000,2.339868230631e-04
47.600000,2.008488594525e-04
47.650000,1.781123608583e-04
47.700000,1.460411471176e-04
47.750000,1.075422634210e-04
47.800000,8.942370251024e-05
47.850000,7.298395934917e-05
47.900000,7.316112920337e-05
47.950000,8.285647207536e-05
48.000000,9.410722093912e-05
48.050000,8.919600919609e-05
48.100000,5.990493399794e-05
48.150000,4.434118387149e-05
48.200000,4.057577415635e-05
48.250000,5.136116546687e-05
48.300000,3.638733442765e-05
48.350000,2.282580268147e-05
48.400000,9.375850865419e-05
48.450000,1.066417649478e-04
48.500000,5.185758134637e-05
48.550000,5.532181321281e-05
48.600000,3.849937226380e-05
48.650000,8.882810856203e-06
48.700000,-3.898999546987e-06
48.750000,-2.299785194018e-05
48.800000,-6.917221637638e-06
48.850000,-1.282408605575e-05
48.900000,-3.882400483322e-05
48.950000,-2.054589649791e-05
49.000000,-5.145106429720e-08
49.050000,-6.285261515569e-06
49.100000,-3.314623753141e-05
49.150000,-5.445825432885e-05
49.200000,-6.938766213522e-05
49.250000,-6.920078879944e-05
49.300000,-2.995142981398e-05
49.350000,-2.389940850309e-05
49.400000,-5.161065054331e-05
49.450000,-5.078715877713e-05
49.500000,-4.065633285499e-05
49.550000,-4.147777552629e-05
49.600000,-7.287549227480e-05
49.650000,-9.852536637687e-05
49.700000,-8.539476993226e-05
49.750000,-8.652470420972e-05
49.800000,-1.102737617170e-04
49.850000,-1.459229122093e-04
49.900000,-1.554873299399e-04
49.950000,-1.172768623531e-04
50.000000,-9.958112899029e-05
50.050000,-7.703183978433e-05
50.100000,-3.484246436815e-05
50.150000,-5.029411016128e-05
50.200000,-8.267855144133e-05
50.250000,-9.255749081724e-05
50.300000,-1.093206849455e-04
50.350000,-1.242698395523e-04
50.400000,-1.569400601756e-04
50.450000,-1.871734328982e-04
50.500000,-1.752777083854e-04
50.550000,-1.872417547789e-04
50.600000,-2.140409928796e-04
50.650000,-2.022326725859e-04
50.700000,-1.944371396354e-04
50.750000,-1.864227059385e-04
50.800000,-1.990335626914e-04
50.850000,-2.406291705612e-04
50.900000,-2.164763689907e-04
50.950000,-1.733747787562e-04
51.000000,-1.561288794590e-04
51.050000,-1.315097830119e-04
51.100000,-1.456423262598e-04
51.150000,-1.390603947941e-04
51.200000,-1.065734770292e-04
51.250000,-1.264851649621e-04
51.300000,-1.212769589460e-04
51.350000,-1.073540804893e-04
51.400000,-1.296952159817e-04
51.450000,-1.373572021235e-04
51.500000,-1.484904045602e-04
51.550000,-1.468731771408e-04
51.600000,-1.496499559517e-04
51.650000,-1.822536462959e-04
51.700000,-1.756786600313e-04
51.750000,-1.544189082729e-04
51.800000,-1.405184937533e-04
51.850000,-1.299829760688e-04
51.900000,-1.602592535379e-04
51.950000,-1.642030145589e-04
52.000000,-1.279277565910e-04
52.050000,-1.405259142433e-04
52.100000,-1.752809750251e-04
52.150000,-1.668770863481e-04
52.200000,-1.475564876515e-04
52.250000,-1.503907905789e-04
52.300000,-1.383570027717e-04
52.350000,-1.285932158700e-04
52.400000,-1.647119682115e-04
52.450000,-1.808678055700e-04
52.500000,-1.551398695742e-04
52.550000,-1.799064833370e-04
52.600000,-2.446567755174e-04
52.650000,-2.452277858735e-04
52.700000,-2.218020515521e-04
52.750000,-2.390998507581e-04
52.800000,-2.244341211871e-04
52.850000,-1.943065790549e-04
52.900000,-1.800376867943e-04
52.950000,-1.331201025263e-04
53.000000,-1.228421066557e-04
53.050000,-1.400298201269e-04
53.100000,-1.153017287895e-04
53.150000,-1.204419972779e-04
53.200000,-1.412197315863e-04
53.250000,-1.293720441954e-04
53.300000,-1.089093836593e-04
53.350000,-8.458444221347e-05
53.400000,-8.249276867507e-05
53.450000,-8.461788995698e-05
53.500000,-7.559246081102e-05
53.550000,-8.050077376522e-05
53.600000,-6.981110709858e-05
53.650000,-5.935902089869e-05
53.700000,-8.158073678254e-05
53.750000,-1.115538851663e-04
53.800000,-1.371781671937e-04
53.850000,-1.562043088391e-04
53.900000,-1.670342364509e-04
53.950000,-1.583181439162e-04
54.000000,-1.413896242586e-04
54.050000,-1.316453882571e-04
54.100000,-1.079156338213e-04
54.150000,-1.028392516920e-04
54.200000,-1.262804965207e-04
54.250000,-1.266539719239e-04
54.300000,-1.193586925630e-04
54.350000,-1.257625561865e-04
54.400000,-1.350207973903e-04
54.450000,-1.513250348821e-04
54.500000,-1.775339907126e-04
54.550000,-2.008804603880e-04
54.600000,-1.970507505541e-04
54.650000,-1.871195358863e-04
54.700000,-1.894847221697e-04
54.750000,-1.575632164091e-04
54.800000,-1.070171501197e-04
54.850000,-9.808122803654e-05
54.900000,-1.120673121082e-04
54.950000,-1.270069855500e-04
55.000000,-1.396461017451e-04
55.050000,-1.264433479702e-04
55.100000,-1.027153045560e-04
55.150000,-7.382157482134e-05
55.200000,-4.368252827386e-05
55.250000,-5.316774285167e-05
55.300000,-5.788766348733e-05
55.350000,-5.244931251658e-05
55.400000,-8.310254269015e-05
55.450000,-7.205611539509e-05
55.500000,-4.203604720041e-05
55.550000,-5.371268132654e-05
55.600000,-3.143175590320e-05
55.650000,-4.519299505666e-06
55.700000,-8.060949918823e-06
55.750000,-7.134458943281e-06
55.800000,-2.404656421103e-05
55.850000,-4.077009386383e-05
55.900000,-4.440900357965e-05
55.950000,-4.879572719821e-05
56.000000,-6.269159679722e-05
56.050000,-1.048250430537e-04
56.100000,-1.259616004406e-04
56.150000,-9.637574025361e-05
56.200000,-5.553074810805e-05
56.250000,-4.481344084082e-05
56.300000,-5.416111617646e-05
56.350000,-2.538772000153e-05
56.400000,-5.019519809928e-06
56.450000,-4.469690418741e-05
56.500000,-9.444227540624e-05
56.550000,-1.228141155769e-04
56.600000,-1.123405658605e-04
56.650000,-1.041403180792e-04
56.700000,-1.250588887476e-04
56.750000,-1.231863125124e-04
56.800000,-1.118572980376e-04
56.850000,-1.072757349226e-04
56.900000,-1.165909699700e-04
56.950000,-1.429687374023e-04
57.000000,-1.366616803611e-04
57.050000,-1.213863077131e-04
57.100000,-1.331510712544e-04
57.150000,-1.496101456957e-04
57.200000,-1.416123171073e-04
57.250000,-8.879516099241e-05
57.300000,-4.488462695882e-05
57.350000,-4.159969469711e-05
57.400000,-4.738154067803e-05
57.450000,-5.110553444931e-05
57.500000,-3.844124501880e-05
57.550000,-2.932839621072e-05
57.600000,-4.906626105395e-05
57.650000,-6.704068743499e-05
57.700000,-6.724552675797e-05
57.750000,-7.757982876170e-05
57.800000,-1.002991239679e-04
57.850000,-9.469716147525e-05
57.900000,-8.799914174111e-05
57.950000,-1.052469096351e-04
58.000000,-9.967676042463e-05
58.050000,-9.540467854570e-05
58.100000,-1.057538621680e-04
58.150000,-1.018697995728e-04
58.200000,-1.106272071306e-04
58.250000,-1.240258715193e-04
58.300000,-1.195943870405e-04
58.350000,-9.275054903292e-05
58.400000,-4.445595819004e-05
58.450000,-2.966854001413e-05
58.500000,-5.027243064630e-05
58.550000,-4.367286716357e-05
58.600000,-2.104112029624e-05
58.650000,-4.789816883373e-06
58.700000,3.172077568855e-05
58.750000,5.899908239431e-05
58.800000,4.258486603616e-05
58.850000,1.323151365475e-05
58.900000,-1.686484250885e-05
58.950000,-1.796657927142e-05
59.000000,1.013854681663e-05
59.050000,1.389414311430e-05
59.100000,1.320348971088e-05
59.150000,-3.655627136476e-06
59.200000,-2.484388100114e-05
59.250000,1.164505150393e-05
59.300000,2.744804121904e-05
59.350000,2.494169796032e-06
59.400000,-1.764438432769e-05
59.450000,-5.151217150308e-05
59.500000,-5.734654769106e-05
59.550000,-4.468802816499e-05
59.600000,-4.360197271102e-05
59.650000,-3.240212226377e-05
59.700000,-2.853061358738e-05
59.750000,-1.996308841002e-05
59.800000,-8.892222863127e-06
59.850000,2.377097392137e-06
59.900000,1.503100018136e-05
59.950000,-9.970949857730e-06
60.000000,-1.361461371961e-05
60.050000,3.505734711929e-05
60.100000,8.226981272155e-05
60.150000,1.087319170478e-04
60.200000,8.742363235835e-05
60.250000,5.133710992338e-05
60.300000,3.469797309477e-05
60.350000,2.331171202298e-05
60.400000,2.892371447007e-05
60.450000,3.167749944729e-05
60.500000,3.957132006550e-05
60.550000,5.765160725891e-05
60.600000,6.356374727680e-05
60.650000,8.279321374078e-05
60.700000,8.587185782607e-05
60.750000,6.324214491356e-05
60.800000,6.258626563183e-05
60.850000,7.713833642804e-05
60.900000,7.745484123031e-05
60.950000,4.183091870589e-05
61.000000,2.581229306346e-05
61.050000,4.007561115160e-05
61.100000,1.757659218644e-05
61.150000,1.112554446998e-05
61.200000,1.519182988770e-05
61.250000,4.817917972592e-06
61.300000,5.127611243621e-05
61.350000,8.048047414620e-05
61.400000,5.845596348308e-05
61.450000,5.419616212147e-05
61.500000,5.152268513280e-05
61.550000,6.880931757254e-05
61.600000,8.001289091620e-05
61.650000,5.150182135470e-05
61.700000,4.497046185304e-05
61.750000,4.566648206942e-05
61.800000,4.268973931419e-05
61.850000,4.614819658408e-05
61.900000,4.718684605616e-05
61.950000,7.077167931437e-05
62.000000,6.482739618623e-05
62.050000,3.621444877055e-05
62.100000,3.692673675118e-05
62.150000,2.026193700437e-05
62.200000,3.003721639020e-05
62.250000,5.524610017253e-05
62.300000,3.364134863626e-05
62.350000,5.780295632016e-05
62.400000,9.687780615853e-05
62.450000,8.903732252953e-05
62.500000,9.765049299846e-05
62.550000,9.790862660517e-05
62.600000,9.525303127870e-05
62.650000,1.144315632530e-04
62.700000,1.107203580170e-04
62.750000,1.205761925869e-04
62.800000,1.644180796518e-04
62.850000,1.906862108005e-04
62.900000,1.909295935547e-04
62.950000,1.851590717175e-04
63.000000,1.875594379908e-04
63.050000,1.900604267222e-04
63.100000,1.755670987147e-04
63.150000,1.600402358721e-04
63.200000,1.488874368539e-04
63.250000,1.200876973564e-04
63.300000,1.036785103997e-04
63.350000,1.107785913177e-04
63.400000,1.098151211780e-04
63.450000,1.259992851152e-04
63.500000,1.331503184753e-04
63.550000,1.290362585614e-04
63.600000,1.662659572010e-04
63.650000,1.702811241780e-04
63.700000,1.663259297380e-04
63.750000,2.016936128760e-04
63.800000,1.816100965374e-04
63.850000,1.686408665538e-04
63.900000,2.007503564013e-04
63.950000,2.104301766593e-04
64.000000,2.158887449038e-04
64.050000,2.022450464939e-04
64.100000,1.909433956886e-04
64.150000,1.813623096357e-04
64.200000,1.266634890318e-04
64.250000,9.439887388301e-05
64.300000,1.038601752677e-04
64.350000,1.017480503165e-04
64.400000,5.206574362143e-05
64.450000,4.844442964241e-06
64.500000,3.618432752753e-05
64.550000,5.805564139589e-05
64.600000,4.162396888143e-05
64.650000,2.644554076032e-05
64.700000,-1.636273152823e-05
64.750000,-3.724076410511e-05
64.800000,-4.315557462776e-05
64.850000,-5.782533466994e-05
64.900000,-3.591169331493e-05
64.950000,-2.833080566838e-05
65.000000,-4.937010719918e-05
65.050000,-5.068634210194e-05
65.100000,-6.529046602589e-05
65.150000,-1.184064136029e-04
65.200000,-1.324682229805e-04
65.250000,-9.425725620290e-05
65.300000,-9.159510146373e-05
65.350000,-7.075788664029e-05
65.400000,-1.623194983321e-05
65.450000,-1.394015357525e-05
65.500000,-1.417517022487e-05
65.550000,-1.418129687963e-05
65.600000,-2.176506081453e-05
65.650000,-7.170619153028e-06
65.700000,-1.559317842704e-05
65.750000,-5.876118968776e-06
65.800000,3.012417783907e-05
65.850000,5.334276904018e-05
65.900000,8.270754876789e-05
65.950000,8.706694138319e-05
66.000000,8.410633565349e-05
66.050000,9.272521023460e-05
66.100000,1.075080343488e-04
66.150000,1.461863428229e-04
66.200000,1.505229070685e-04
66.250000,1.320328394920e-04
66.300000,1.339680418901e-04
66.350000,1.186794567831e-04
66.400000,9.583700671500e-05
66.450000,7.399109325105e-05
66.500000,3.780662553103e-05
66.550000,2.307879608503e-05
66.600000,6.482270320746e-05
66.650000,1.026416970718e-04
66.700000,9.615464286219e-05
66.750000,9.208889866159e-05
66.800000,6.246527739031e-05
66.850000,3.247806301942e-05
66.900000,6.270162404809e-05
66.950000,8.316593095472e-05
67.000000,7.823389335857e-05
67.050000,5.979713898083e-05
67.100000,3.838310635665e-05
67.150000,3.789551928600e-05
67.200000,1.896976052876e-05
67.250000,-4.001717695091e-06
67.300000,-2.843921298155e-05
67.350000,-4.517602963013e-05
67.400000,-3.423587052708e-05
67.450000,-5.067751969818e-05
67.500000,-3.707379859693e-05
67.550000,1.105108798290e-05
67.600000,2.407959775825e-05
67.650000,3.947296093428e-05
67.700000,4.700280730060e-05
67.750000,7.780446294930e-05
67.800000,1.164271176760e-04
67.850000,1.016224074403e-04
67.900000,1.113914754074e-04
67.950000,1.120221985660e-04
68.000000,9.475410463743e-05
68.050000,1.080088633773e-04
68.100000,6.729424518139e-05
68.150000,1.513766941675e-05
68.200000,-2.990742450951e-06
68.250000,-3.022515640375e-05
68.300000,-3.040648334583e-05
68.350000,-1.219569889066e-05
68.400000,-2.406742107745e-05
68.450000,-5.818521578090e-05
68.500000,-5.609238825756e-05
68.550000,-4.203864757213e-05
68.600000,-6.745376203938e-05
68.650000,-5.522527163873e-05
68.700000,-2.725229786290e-05
68.750000,-3.419306457982e-05
68.800000,-2.694131001433e-05
68.850000,-3.402095782932e-05
68.900000,-4.716185030004e-05
68.950000,-4.629744881541e-05
69.000000,-5.584381867105e-05
69.050000,-4.386639083711e-05
69.100000,-3.321341365479e-05
69.150000,-4.146860899830e-05
69.200000,-3.527117928938e-05
69.250000,-3.740908577391e-05
69.300000,-4.847864185173e-05
69.350000,-4.322064233584e-05
69.400000,-4.544469061952e-05
69.450000,-4.844044450442e-05
69.500000,-1.871195105625e-05
69.550000,-2.203525944296e-05
69.600000,-7.036350722598e-05
69.650000,-6.037532134158e-05
69.700000,-2.790528609594e-05
69.750000,-2.552702446834e-05
69.800000,-6.873424088004e-06
69.850000,8.356425744242e-06
69.900000,1.209492220825e-05
69.950000,7.112740206609e-06
70.000000,-4.436503857198e-05
70.050000,-9.611741873199e-05
70.100000,-8.977761477594e-05
70.150000,-7.912449040273e-05
70.200000,-9.851937104023e-05
70.250000,-9.243385343745e-05
70.300000,-6.562875331497e-05
70.350000,-3.966540872217e-05
70.400000,4.915003453918e-06
70.450000,2.684759379274e-05
70.500000,3.736406836462e-05
70.550000,7.535910122632e-05
70.600000,7.796175431070e-05
70.650000,3.304213371481e-05
70.700000,8.647672908401e-06
70.750000,1.532648363080e-05
70.800000,9.977981224767e-06
70.850000,1.828910776779e-05
70.900000,6.302495084244e-05
70.950000,7.629645077968e-05
71.000000,6.793611881803e-05
71.050000,6.558254494148e-05
71.100000,5.470365678481e-05
71.150000,6.189385327346e-05
71.200000,6.411636687044e-05
71.250000,6.404166819122e-05
71.300000,7.755569452254e-05
71.350000,7.403113665887e-05
71.400000,8.609750176301e-05
71.450000,1.013973310079e-04
71.500000,9.057863087864e-05
71.550000,8.663980107146e-05
71.600000,8.145220562633e-05
71.650000,5.465640100838e-05
71.700000,2.779516976221e-05
71.750000,5.010635095244e-05
71.800000,8.326769032456e-05
71.850000,7.953155889510e-05
71.900000,7.588979341215e-05
71.950000,4.374972455369e-05
72.000000,2.651030136648e-05
72.050000,6.991914843353e-05
72.100000,7.591556500130e-05
72.150000,5.694979013358e-05
72.200000,5.319762942044e-05
72.250000,6.841405723552e-05
72.300000,8.091990802854e-05
72.350000,3.425129575041e-05
72.400000,4.209943533779e-05
72.450000,1.023778854308e-04
72.500000,8.975298826132e-05
72.550000,9.288522011282e-05
72.600000,1.093018127103e-04
72.650000,6.859269709357e-05
72.700000,3.587120436676e-05
72.750000,2.315740417955e-05
72.800000,3.224763658399e-05
72.850000,6.901814858200e-05
72.900000,7.449169814290e-05
72.950000,3.871729861678e-05
73.000000,1.516743471059e-05
73.050000,1.143359059994e-05
73.100000,-5.470264521362e-06
73.150000,-4.542742685955e-05
73.200000,-8.976448710158e-05
73.250000,-8.400788634932e-05
73.300000,-4.494862785483e-05
73.350000,-3.843738581737e-05
73.400000,-3.891862894927e-05
73.450000,-4.403106324650e-05
73.500000,-4.601670129735e-05
73.550000,-2.230991659347e-05
73.600000,-1.850452051207e-05
73.650000,-6.273216993256e-06
73.700000,1.093572249420e-05
73.750000,1.493010288973e-06
73.800000,3.385142733299e-05
73.850000,7.141908395856e-05
73.900000,6.272102597394e-05
73.950000,6.430100832425e-05
74.000000,7.953666898507e-05
74.050000,7.535853886835e-05
74.100000,4.939330016714e-05
74.150000,1.970168015488e-05
74.200000,-5.571029354850e-07
74.250000,-8.520955045383e-06
74.300000,-2.202945656920e-05
74.350000,-3.602579064412e-05
74.400000,-2.053204439451e-05
74.450000,-2.999038840306e-05
74.500000,-5.320717218879e-05
74.550000,-2.698532252881e-05
74.600000,-6.631404228542e-06
74.650000,2.029534784656e-06
74.700000,-9.029946147544e-06
74.750000,-5.265493847635e-05
74.800000,-5.031670409725e-05
74.850000,-3.183013983251e-05
74.900000,-3.374958522466e-05
74.950000,-2.141954319621e-05
75.000000,-8.805391927163e-06
75.050000,-8.522845963537e-06
75.100000,-1.303208413912e-05
75.150000,2.089092602460e-05
75.200000,6.592853446987e-05
75.250000,6.045903780738e-05
75.300000,5.148224573674e-05
75.350000,3.723227511098e-05
75.400000,1.080357090760e-05
75.450000,7.363032470526e-06
75.500000,-3.126893932972e-06
75.550000,-2.491499369278e-05
75.600000,-2.814126211755e-05
75.650000,-7.168476334396e-06
75.700000,-5.797609831708e-06
75.750000,-1.802574782079e-05
75.800000,1.902571733574e-05
75.850000,4.210704854197e-05
75.900000,3.245519026461e-05
75.950000,4.958226300492e-05
76.000000,5.675846275042e-05
76.050000,3.549178288833e-05
76.100000,3.550575514204e-08
76.150000,-1.366334025646e-06
76.200000,4.881017483870e-05
76.250000,7.075050118519e-05
76.300000,7.451267449468e-05
76.350000,1.067051381071e-04
76.400000,1.545387886309e-04
76.450000,1.946503288463e-04
76.500000,2.085551578363e-04
76.550000,2.133833107181e-04
76.600000,2.060290275291e-04
76.650000,2.017556737672e-04
76.700000,2.055855352259e-04
76.750000,1.752939839588e-04
76.800000,1.458276141306e-04
76.850000,1.258930093554e-04
76.900000,1.166655954431e-04
76.950000,1.600965257888e-04
77.000000,1.950798238769e-04
77.050000,1.824124634309e-04
77.100000,1.634487885716e-04
77.150000,1.611866653901e-04
77.200000,1.523741984614e-04
77.250000,1.160982190583e-04
77.300000,9.118259568406e-05
77.350000,7.123301671332e-05
77.400000,6.284475631309e-05
77.450000,8.014376999366e-05
77.500000,7.953101461645e-05
77.550000,1.070853694333e-04
77.600000,1.271463689337e-04
77.650000,9.089272441875e-05
77.700000,1.041430807260e-04
77.750000,1.248550984659e-04
77.800000,1.153121333750e-04
77.850000,1.344835555645e-04
77.900000,1.499637877488e-04
77.950000,1.800576677229e-04
78.000000,2.021382787373e-04
78.050000,1.803988462261e-04
78.100000,1.850340457644e-04
78.150000,2.014960087253e-04
78.200000,2.240515116747e-04
78.250000,2.700305248008e-04
78.300000,2.536170809750e-04
78.350000,1.777709112727e-04
78.400000,1.495359100036e-04
78.450000,1.541807665351e-04
78.500000,1.098998269692e-04
78.550000,6.429949248180e-05
78.600000,4.619297846936e-05
78.650000,-2.912650763169e-06
78.700000,-3.276373663689e-05
78.750000,-1.909794492781e-05
78.800000,-1.712023081447e-05
78.850000,-1.552208973743e-05
78.900000,-2.925066724944e-05
78.950000,-6.521772510046e-05
79.000000,-6.571221008453e-05
79.050000,-2.662357513233e-05
79.100000,6.876925648217e-06
79.150000,2.540433411791e-05
79.200000,5.700717312106e-05
79.250000,8.840460641675e-05
79.300000,1.055784119045e-04
79.350000,1.279391294834e-04
79.400000,1.299608620954e-04
79.450000,1.083107517755e-04
79.500000,9.509544362296e-05
79.550000,9.719432549809e-05
79.600000,1.097985940142e-04
79.650000,1.019255232043e-04
79.700000,6.524530771383e-05
79.750000,1.616620111936e-05
79.800000,-9.154233151754e-06
79.850000,2.577803101909e-05
79.900000,5.391400212823e-05
79.950000,5.642960661555e-05
80.000000,7.781254812387e-05
80.050000,6.846622717467e-05
80.100000,3.396124751901e-05
80.150000,1.490993522545e-05
80.200000,6.693856631566e-06
80.250000,2.665843169797e-05
80.300000,5.668146162241e-05
80.350000,8.508684971552e-05
80.400000,1.036642441091e-04
80.450000,1.048129459356e-04
80.500000,1.077512322730e-04
80.550000,7.087470803465e-05
80.600000,4.787072793003e-05
80.650000,9.890649164382e-05
80.700000,1.164933477318e-04
80.750000,1.060349875500e-04
80.800000,1.030589338044e-04
80.850000,7.530758156067e-05
80.900000,6.406296919316e-05
80.950000,5.395686082060e-05
81.000000,4.627263043188e-05
81.050000,4.692210579184e-05
81.100000,1.228764676883e-05
81.150000,2.259240620810e-05
81.200000,6.155821640202e-05
81.250000,3.522956521443e-05
81.300000,1.617344467295e-05
81.350000,2.869497033112e-05
81.400000,3.681348255634e-05
81.450000,4.527116421167e-05
81.500000,3.608876578254e-05
81.550000,2.147095375277e-05
81.600000,2.596952115159e-05
81.650000,4.187029969192e-05
81.700000,5.620347183661e-05
81.750000,6.510186607193e-05
81.800000,7.447772714157e-05
81.850000,9.707418826701e-05
81.900000,1.356257720987e-04
81.950000,1.650923787413e-04
82.000000,1.941425519978e-04
82.050000,2.263460620416e-04
82.100000,2.366886926846e-04
82.150000,2.597997892126e-04
82.200000,2.871484237862e-04
82.250000,2.859491922383e-04
82.300000,2.790421989304e-04
82.350000,2.613422364886e-04
82.400000,2.564451423735e-04
82.450000,2.749719838347e-04
82.500000,2.869565226166e-04
82.550000,3.032420493086e-04
82.600000,3.091997204793e-04
82.650000,2.888640429183e-04
82.700000,2.378880299477e-04
82.750000,2.034427592165e-04
82.800000,2.378519441085e-04
82.850000,2.353380542435e-04
82.900000,1.933681292115e-04
82.950000,1.935722729520e-04
83.000000,1.814408137442e-04
83.050000,1.885528928235e-04
83.100000,2.095860611218e-04
83.150000,1.889613132961e-04
83.200000,2.001306911055e-04
83.250000,2.066066789517e-04
83.300000,1.815223882442e-04
83.350000,1.862913379658e-04
83.400000,1.858998030334e-04
83.450000,1.775251105395e-04
83.500000,1.464187967956e-04
83.550000,8.574552974914e-05
83.600000,6.376320482348e-05
83.650000,4.744554726290e-05
83.700000,3.119961751200e-05
83.750000,4.929335780699e-05
83.800000,5.062984955011e-05
83.850000,5.269156011440e-05
83.900000,6.941188108409e-05
83.950000,6.033375151704e-05
84.000000,4.026643638132e-05
84.050000,9.383613625855e-06
84.100000,-1.714521153420e-05
84.150000,-1.942408687652e-05
84.200000,-3.155195790837e-05
84.250000,-3.281978803191e-05
84.300000,-1.656374330375e-05
84.350000,-2.539082875556e-05
84.400000,-2.670684195350e-05
84.450000,-1.640225763387e-05
84.500000,-4.014152623016e-05
84.550000,-5.179618776084e-05
84.600000,-1.779056920023e-05
84.650000,-1.512158553165e-05
84.700000,-5.788286388058e-05
84.750000,-5.522354045303e-05
84.800000,-2.105004792461e-05
84.850000,-2.088026311510e-05
84.900000,-6.708946744679e-06
84.950000,1.463014189223e-05
85.000000,-2.176908675677e-05
85.050000,-6.269162972114e-05
85.100000,-7.757866706804e-05
85.150000,-1.071891271527e-04
85.200000,-1.320982961933e-04
85.250000,-1.513980303366e-04
85.300000,-1.927227674740e-04
85.350000,-2.097026220982e-04
85.400000,-1.871104812200e-04
85.450000,-1.665154897176e-04
85.500000,-1.372449249392e-04
85.550000,-1.168066895985e-04
85.600000,-1.295656608293e-04
85.650000,-1.352189673984e-04
85.700000,-1.460704382181e-04
85.750000,-1.609701847340e-04
85.800000,-1.524302273811e-04
85.850000,-1.564377849343e-04
85.900000,-1.562219878555e-04
85.950000,-1.572591465455e-04
86.000000,-1.852844855948e-04
86.050000,-1.641096978552e-04
86.100000,-1.288965103159e-04
86.150000,-1.435735069983e-04
86.200000,-1.255411715172e-04
86.250000,-9.152009162491e-05
86.300000,-1.110500295869e-04
86.350000,-1.299493437997e-04
86.400000,-1.238794962381e-04
86.450000,-1.209138671356e-04
86.500000,-1.035247325251e-04
86.550000,-8.896552137109e-05
86.600000,-1.146317872004e-04
86.650000,-1.275612874700e-04
86.700000,-1.075951365061e-04
86.750000,-1.026540811839e-04
86.800000,-1.016043854874e-04
86.850000,-9.857191850354e-05
86.900000,-9.176764914730e-05
86.950000,-5.735419448382e-05
87.000000,-3.230620310757e-05
87.050000,-3.933386434687e-05
87.100000,-6.104727751934e-05
87.150000,-8.007299375849e-05
87.200000,-7.168795450499e-05
87.250000,-5.910469927783e-05
87.300000,-4.905237307478e-05
87.350000,-1.027047923403e-05
87.400000,2.813632272792e-05
87.450000,3.668874998718e-05
87.500000,2.782986057519e-05
87.550000,2.132270484869e-05
87.600000,2.062044585581e-05
87.650000,1.397896292697e-05
87.700000,2.352658469341e-05
87.750000,1.911351952847e-05
87.800000,-4.625173089015e-05
87.850000,-8.477101456922e-05
87.900000,-7.560627191376e-05
87.950000,-8.701456941238e-05
88.000000,-6.358074367250e-05
88.050000,-1.802450204477e-06
88.100000,1.177501667603e-05
88.150000,-1.161950311617e-05
88.200000,-4.321447581387e-05
88.250000,-7.954134006427e-05
88.300000,-9.744463200757e-05
88.350000,-1.035574896418e-04
88.400000,-1.192976004341e-04
88.450000,-1.230085531437e-04
88.500000,-1.160720423982e-04
88.550000,-1.403453147416e-04
88.600000,-1.423784784295e-04
88.650000,-9.522812682068e-05
88.700000,-8.863431259737e-05
88.750000,-1.043478510698e-04
88.800000,-1.074758676144e-04
88.850000,-1.352351272024e-04
88.900000,-1.575408037936e-04
88.950000,-1.542431506064e-04
89.000000,-1.284484436968e-04
89.050000,-9.555476482256e-05
89.100000,-7.810086283584e-05
89.150000,-7.126090670569e-05
89.200000,-1.074532118755e-04
89.250000,-1.317085620720e-04
89.300000,-1.030946533334e-04
89.350000,-1.185582143790e-04
89.400000,-1.395993369897e-04
89.450000,-1.226020729230e-04
89.500000,-1.287134360328e-04
89.550000,-1.355729830944e-04
89.600000,-1.262894046040e-04
89.650000,-1.009189497340e-04
89.700000,-6.182611945289e-05
89.750000,-3.541792913798e-05
89.800000,-2.080459344298e-05
89.850000,-8.126825356132e-06
89.900000,2.140421056528e-05
89.950000,3.286722126023e-05
